iter	Passed	Remaining
877	1650	229
878	1651	227
879	1652	225
880	1654	223
881	1655	221
882	1656	219
883	1657	217
884	1658	215
885	1659	213
886	1661	211
887	1663	209
888	1664	207
889	1666	205
890	1667	203
891	1668	202
892	1669	200
893	1670	198
894	1672	196
895	1673	194
896	1675	192
897	1677	190
898	1678	188
899	1679	186
900	1680	184
901	1681	182
902	1682	180
903	1684	178
904	1685	176
905	1686	174
906	1689	173
907	1690	171
908	1691	169
909	1692	167
910	1694	165
911	1695	163
912	1696	161
913	1697	159
914	1698	157
915	1699	155
916	1701	154
917	1703	152
918	1704	150
919	1705	148
920	1706	146
921	1707	144
922	1708	142
923	1709	140
924	1711	138
925	1712	136
926	1714	134
927	1715	133
928	1716	131
929	1717	129
930	1718	127
931	1720	125
932	1721	123
933	1722	121
934	1723	119
935	1724	117
936	1727	116
937	1728	114
938	1729	112
939	1730	110
940	1731	108
941	1732	106
942	1734	104
943	1735	102
944	1736	101
945	1737	99
946	1741	97
947	1742	95
948	1743	93
949	1744	91
950	1745	89
951	1746	88
952	1747	86
953	1749	84
954	1750	82
955	1751	80
956	1753	78
957	1754	76
958	1755	75
959	1757	73
960	1758	71
961	1759	69
962	1760	67
963	1762	65
964	1763	63
965	1765	62
966	1767	60
967	1768	58
968	1769	56
969	1770	54
970	1771	52
971	1773	51
972	1774	49
973	1775	47
974	1777	45
975	1778	43
976	1780	41
977	1781	40
978	1782	38
979	1783	36
980	1784	34
981	1786	32
982	1787	30
983	1788	29
984	1789	27
985	1791	25
986	1793	23
987	1794	21
988	1795	19
989	1796	18
990	1798	16
991	1799	14
992	1800	12
993	1801	10
994	1802	9
995	1804	7
996	1806	5
997	1807	3
998	1808	1
999	1809	0
